"Date","Price","Open","High","Low","Vol.","Change %"
"08/17/2017","244.46","247.57","247.93","244.42","5.00M","-1.53%"
"08/16/2017","248.26","248.43","248.90","247.79","3.21M","0.18%"
"08/15/2017","247.81","248.33","248.33","247.49","2.08M","-0.01%"
"08/14/2017","247.83","246.91","248.11","246.90","2.55M","1.00%"
"08/11/2017","245.38","245.31","246.10","245.05","3.29M","0.10%"
"08/10/2017","245.13","247.61","247.76","245.02","4.15M","-1.39%"
"08/09/2017","248.58","247.78","248.65","247.39","2.36M","-0.02%"
"08/08/2017","248.63","248.85","250.26","248.17","1.87M","-0.22%"
"08/07/2017","249.18","248.83","249.21","248.70","1.46M","0.18%"
"08/04/2017","248.72","248.86","249.13","248.31","2.10M","0.15%"
"08/03/2017","248.34","248.64","248.67","247.98","1.91M","-0.18%"
"08/02/2017","248.78","248.82","248.94","247.71","2.86M","0.05%"
"08/01/2017","248.65","248.81","248.84","248.14","2.71M","0.21%"
"07/31/2017","248.12","248.70","248.81","247.86","3.44M","-0.04%"
"07/28/2017","248.22","247.98","248.39","247.46","2.47M","-0.14%"
"07/27/2017","248.57","249.32","249.34","247.00","3.44M","-0.09%"
"07/26/2017","248.80","249.10","249.14","248.46","3.77M","0.03%"
"07/25/2017","248.73","249.02","249.14","248.50","4.71M","0.23%"
"07/24/2017","248.15","248.11","248.31","247.61","3.20M","-0.02%"
"07/21/2017","248.21","247.77","248.23","247.50","2.59M","-0.08%"
"07/20/2017","248.40","248.62","248.76","247.81","3.55M","0.05%"
"07/19/2017","248.28","247.37","248.33","247.34","1.79M","0.51%"
"07/18/2017","247.02","246.38","247.04","245.98","2.58M","0.09%"
"07/17/2017","246.81","246.79","247.24","246.64","2.89M","0.02%"
"07/14/2017","246.76","245.75","247.29","245.63","2.22M","0.44%"
"07/13/2017","245.69","245.35","245.86","245.08","2.61M","0.15%"
"07/12/2017","245.31","244.63","245.50","244.62","3.14M","0.75%"
"07/11/2017","243.49","243.47","243.84","242.15","2.68M","-0.05%"
"07/10/2017","243.61","243.24","244.09","243.07","3.40M","0.09%"
"07/07/2017","243.38","242.49","243.58","242.31","2.47M","0.63%"
"07/06/2017","241.86","243.20","243.32","241.63","3.83M","-0.90%"
"07/05/2017","244.06","243.92","244.30","243.00","5.42M","0.21%"
"07/03/2017","243.54","244.17","244.67","243.52","2.30M","0.19%"
"06/30/2017","243.08","243.60","244.00","242.87","5.78M","0.16%"
"06/29/2017","242.70","244.97","245.02","241.25","4.61M","-0.84%"
"06/28/2017","244.76","243.83","245.00","243.53","2.86M","0.84%"
"06/27/2017","242.71","244.29","244.67","242.61","3.77M","-1.20%"
"06/26/2017","245.66","246.32","246.80","245.45","2.73M","0.06%"
"06/23/2017","245.51","245.35","245.93","244.94","2.27M","0.10%"
"06/22/2017","245.26","245.37","245.95","245.05","2.37M","-0.03%"
"06/21/2017","245.34","245.83","246.00","244.82","3.04M","-0.04%"
"06/20/2017","245.44","246.65","246.66","245.41","2.79M","-0.65%"
"06/19/2017","247.05","246.01","247.15","245.88","5.25M","0.90%"
"06/16/2017","244.84","245.19","245.20","244.04","6.98M","-0.08%"
"06/15/2017","245.04","243.91","245.13","243.59","3.81M","-0.19%"
"06/14/2017","245.50","246.09","246.15","244.51","5.98M","-0.11%"
"06/13/2017","245.77","245.24","245.85","244.80","3.57M","0.49%"
"06/12/2017","244.57","244.34","244.64","243.60","3.99M","-0.01%"
"06/09/2017","244.60","245.33","246.23","243.15","5.73M","-0.16%"
"06/08/2017","244.98","244.99","245.55","244.41","2.28M","0.03%"
"06/07/2017","244.91","244.84","245.14","244.06","1.76M","0.16%"
"06/06/2017","244.51","244.47","245.17","244.34","3.05M","-0.27%"
"06/05/2017","245.17","245.18","245.51","244.99","1.75M","-0.07%"
"06/02/2017","245.33","244.64","245.57","244.30","3.17M","0.32%"
"06/01/2017","244.55","243.14","244.55","242.85","3.38M","0.82%"
"05/31/2017","242.57","243.05","243.10","241.85","3.35M","-0.07%"
"05/30/2017","242.75","242.54","242.99","242.37","2.36M","-0.06%"
"05/26/2017","242.90","242.75","243.09","242.64","2.11M","-0.02%"
"05/25/2017","242.94","242.40","243.28","242.16","2.69M","0.48%"
"05/24/2017","241.79","241.51","241.92","241.13","2.05M","0.25%"
"05/23/2017","241.19","241.17","241.42","240.70","2.35M","0.22%"
"05/22/2017","240.67","240.06","240.89","240.00","2.47M","0.48%"
"05/19/2017","239.53","238.48","240.26","238.44","3.05M","0.70%"
"05/18/2017","237.86","236.87","238.90","236.59","4.58M","0.35%"
"05/17/2017","237.02","239.29","239.80","236.92","7.00M","-1.76%"
"05/16/2017","241.26","241.84","241.87","240.82","3.79M","-0.08%"
"05/15/2017","241.46","240.67","241.63","240.64","2.12M","0.51%"
"05/12/2017","240.24","240.28","240.37","239.86","2.08M","-0.15%"
"05/11/2017","240.61","240.55","240.75","239.31","2.63M","-0.18%"
"05/10/2017","241.05","240.53","241.07","240.33","1.88M","0.16%"
"05/09/2017","240.66","241.17","241.37","240.22","2.84M","-0.07%"
"05/08/2017","240.84","240.98","241.12","240.36","2.41M","-0.04%"
"05/05/2017","240.93","240.35","240.93","239.87","2.57M","0.43%"
"05/04/2017","239.90","240.04","240.11","238.95","4.00M","0.07%"
"05/03/2017","239.74","239.48","239.93","238.89","4.75M","-0.10%"
"05/02/2017","239.98","240.06","240.16","239.49","2.64M","0.04%"
"05/01/2017","239.89","239.86","240.35","239.37","6.85M","0.28%"
"04/28/2017","239.23","240.12","240.12","239.12","2.59M","-0.22%"
"04/27/2017","239.76","239.96","240.13","239.15","3.39M","0.06%"
"04/26/2017","239.62","239.72","240.72","239.53","4.80M","-0.04%"
"04/25/2017","239.72","239.08","240.14","238.98","4.15M","0.59%"
"04/24/2017","238.31","238.38","238.59","237.79","6.34M","1.06%"
"04/21/2017","235.81","236.43","236.46","235.29","3.47M","-0.25%"
"04/20/2017","236.41","235.33","237.01","234.94","4.79M","0.76%"
"04/19/2017","234.62","235.69","236.12","234.33","2.31M","-0.17%"
"04/18/2017","235.03","234.87","235.64","234.24","2.75M","-0.30%"
"04/17/2017","235.74","234.26","235.74","234.04","2.64M","0.87%"
"04/13/2017","233.71","234.77","235.63","233.70","3.00M","-0.66%"
"04/12/2017","235.27","235.91","236.10","234.93","3.35M","-0.41%"
"04/11/2017","236.23","236.05","236.33","234.49","2.70M","-0.13%"
"04/10/2017","236.53","236.54","237.40","235.91","1.92M","0.07%"
"04/07/2017","236.36","236.30","237.15","235.80","2.28M","-0.09%"
"04/06/2017","236.58","236.14","237.17","235.60","2.33M","0.26%"
"04/05/2017","235.96","237.40","238.54","235.73","5.83M","-0.30%"
"04/04/2017","236.66","236.15","236.74","235.72","3.04M","0.05%"
"04/03/2017","236.55","237.00","237.19","235.08","6.41M","-0.17%"
"03/31/2017","236.95","237.05","237.67","236.85","5.58M","-0.19%"
"03/30/2017","237.40","236.63","237.68","236.44","2.52M","0.25%"
"03/29/2017","236.81","236.16","236.97","235.88","4.21M","0.15%"
"03/28/2017","236.46","234.41","236.96","234.30","2.98M","0.74%"
"03/27/2017","234.73","233.08","235.06","232.78","3.37M","-0.14%"
"03/24/2017","235.07","235.52","236.18","234.11","4.12M","-0.48%"
"03/23/2017","236.20","236.19","237.51","235.78","6.11M","-0.11%"
"03/22/2017","236.46","235.95","236.78","235.24","3.62M","0.22%"
"03/21/2017","235.94","239.69","239.79","235.75","4.91M","-1.26%"
"03/20/2017","238.94","239.23","239.54","238.52","2.48M","-0.13%"
"03/17/2017","239.26","240.04","240.16","239.25","3.02M","-0.20%"
"03/16/2017","239.75","240.28","240.37","239.27","4.63M","-0.13%"
"03/15/2017","240.06","238.72","240.60","238.45","3.94M","0.82%"
"03/14/2017","238.11","238.32","238.40","237.33","2.94M","-0.36%"
"03/13/2017","238.96","238.77","239.01","238.40","1.95M","0.06%"
"03/10/2017","238.82","239.14","239.19","237.74","2.88M","0.35%"
"03/09/2017","237.99","237.83","238.38","236.90","2.56M","0.10%"
"03/08/2017","237.76","238.51","238.76","237.55","3.59M","-0.20%"
"03/07/2017","238.24","238.52","238.92","237.93","7.26M","-0.29%"
"03/06/2017","238.94","238.66","239.27","238.17","3.26M","-0.29%"
"03/03/2017","239.64","239.33","239.78","238.89","3.07M","0.06%"
"03/02/2017","239.50","240.75","240.75","239.37","3.23M","-0.58%"
"03/01/2017","240.89","239.53","241.48","239.52","4.58M","1.34%"
"02/28/2017","237.70","237.85","238.09","237.17","3.36M","-0.25%"
"02/27/2017","238.30","237.78","238.45","237.49","2.44M","0.16%"
"02/24/2017","237.93","236.61","237.93","236.56","2.47M","0.12%"
"02/23/2017","237.64","238.05","238.05","236.70","2.24M","0.08%"
"02/22/2017","237.45","237.15","237.69","236.98","2.95M","-0.06%"
"02/21/2017","237.59","236.68","237.82","236.67","2.60M","0.60%"
"02/17/2017","236.17","235.07","236.19","235.07","2.35M","0.11%"
"02/16/2017","235.90","236.10","236.28","235.01","3.40M","-0.05%"
"02/15/2017","236.02","234.59","236.27","234.53","3.78M","0.51%"
"02/14/2017","234.82","233.70","234.83","233.27","3.02M","0.40%"
"02/13/2017","233.88","233.23","234.19","233.17","2.64M","0.55%"
"02/10/2017","232.59","232.12","232.87","231.98","2.68M","0.39%"
"02/09/2017","231.68","230.64","232.04","230.61","3.27M","0.59%"
"02/08/2017","230.33","229.69","230.47","229.41","1.96M","0.12%"
"02/07/2017","230.05","230.48","230.74","229.80","2.33M","0.00%"
"02/06/2017","230.06","229.94","230.41","229.64","1.67M","-0.18%"
"02/03/2017","230.47","229.90","230.61","229.54","1.84M","0.72%"
"02/02/2017","228.82","228.30","229.17","227.91","3.18M","0.03%"
"02/01/2017","228.74","229.38","229.66","228.02","6.48M","0.05%"
"01/31/2017","228.62","228.02","228.66","227.41","4.79M","-0.04%"
"01/30/2017","228.72","229.24","229.29","227.49","3.81M","-0.59%"
"01/27/2017","230.08","230.50","230.65","229.85","2.51M","-0.15%"
"01/26/2017","230.43","230.47","230.78","230.08","3.28M","-0.03%"
"01/25/2017","230.50","229.78","230.65","229.58","3.87M","0.81%"
"01/24/2017","228.65","227.49","229.16","227.35","2.52M","0.61%"
"01/23/2017","227.26","227.43","227.87","226.35","3.77M","-0.23%"
"01/20/2017","227.79","227.77","228.38","227.13","3.08M","0.33%"
"01/19/2017","227.04","227.90","228.09","226.48","2.61M","-0.32%"
"01/18/2017","227.77","227.64","227.86","226.98","3.21M","0.19%"
"01/17/2017","227.33","227.40","227.85","226.88","4.93M","-0.33%"
"01/13/2017","228.08","227.82","228.48","227.76","4.58M","0.18%"
"01/12/2017","227.66","227.57","227.83","226.01","3.54M","-0.19%"
"01/11/2017","228.10","227.45","228.12","226.65","4.01M","0.27%"
"01/10/2017","227.49","227.52","228.51","227.07","2.96M","-0.04%"
"01/09/2017","227.59","227.96","228.16","227.50","2.36M","-0.32%"
"01/06/2017","228.33","227.60","228.82","226.97","3.11M","0.40%"
"01/05/2017","227.43","227.32","227.65","226.54","2.97M","-0.09%"
"01/04/2017","227.64","226.65","227.80","226.64","4.10M","0.61%"
"01/03/2017","226.27","226.09","226.89","224.93","6.40M","0.71%"
"12/30/2016","224.68","225.82","225.89","223.78","5.46M","-0.34%"
"12/29/2016","225.44","225.54","225.94","224.90","4.48M","-0.01%"
"12/28/2016","225.46","227.64","227.64","225.33","3.97M","-0.82%"
"12/27/2016","227.33","227.08","227.79","227.08","2.56M","0.28%"
"12/23/2016","226.69","226.51","226.77","226.27","2.61M","0.07%"
"12/22/2016","226.54","226.66","226.79","225.98","2.28M","-0.15%"
"12/21/2016","226.87","227.36","227.52","226.83","2.82M","-0.82%"
"12/20/2016","228.74","228.51","228.93","228.23","3.59M","0.40%"
"12/19/2016","227.84","227.60","228.37","227.45","4.27M","0.18%"
"12/16/2016","227.42","228.36","228.43","227.02","5.19M","-0.15%"
"12/15/2016","227.77","227.19","228.85","227.03","4.94M","0.33%"
"12/14/2016","227.01","228.43","229.28","226.38","8.45M","-0.76%"
"12/13/2016","228.74","228.07","229.38","228.03","5.94M","0.65%"
"12/12/2016","227.26","227.43","227.98","226.78","4.74M","-0.12%"
"12/09/2016","227.54","226.41","227.54","226.38","4.48M","0.64%"
"12/08/2016","226.10","225.59","226.70","225.25","4.67M","0.24%"
"12/07/2016","225.56","222.52","225.66","222.36","3.50M","1.29%"
"12/06/2016","222.68","222.21","222.71","221.63","3.12M","0.36%"
"12/05/2016","221.89","221.64","222.37","221.39","2.44M","0.58%"
"12/02/2016","220.61","220.63","221.20","220.22","3.31M","0.08%"
"12/01/2016","220.43","221.67","221.68","220.12","3.84M","-0.36%"
"11/30/2016","221.23","222.63","222.79","221.23","6.25M","-0.30%"
"11/29/2016","221.89","221.51","222.42","221.13","3.57M","0.16%"
"11/28/2016","221.53","222.13","222.45","221.33","4.82M","-0.44%"
"11/25/2016","222.50","222.06","222.51","221.99","1.85M","0.36%"
"11/23/2016","221.70","220.95","221.73","220.71","3.76M","0.11%"
"11/22/2016","221.46","221.50","221.75","220.69","3.06M","0.17%"
"11/21/2016","221.09","220.12","221.14","219.96","3.18M","0.73%"
"11/18/2016","219.49","220.01","220.22","219.23","4.57M","-0.20%"
"11/17/2016","219.93","219.02","220.01","218.87","5.75M","0.45%"
"11/16/2016","218.94","218.48","219.08","218.37","4.25M","-0.13%"
"11/15/2016","219.22","217.99","219.22","217.72","5.31M","0.80%"
"11/14/2016","217.49","218.07","218.20","216.65","3.75M","0.03%"
"11/11/2016","217.43","217.02","217.62","216.25","7.36M","-0.18%"
"11/10/2016","217.82","218.28","219.25","216.15","8.14M","0.20%"
"11/09/2016","217.39","213.22","218.04","213.18","9.81M","1.10%"
"11/08/2016","215.02","213.63","215.70","213.31","6.42M","0.46%"
"11/07/2016","214.03","212.36","214.10","212.20","8.40M","2.22%"
"11/04/2016","209.38","209.80","210.78","209.28","3.93M","-0.17%"
"11/03/2016","209.73","210.88","211.12","209.35","3.74M","-0.42%"
"11/02/2016","210.61","211.58","212.00","210.12","3.79M","-0.63%"
"11/01/2016","211.94","213.84","213.89","210.50","8.08M","-0.68%"
"10/31/2016","213.40","213.87","214.10","213.28","4.26M","-0.03%"
"10/28/2016","213.46","214.04","214.85","212.64","3.88M","-0.29%"
"10/27/2016","214.09","215.51","215.53","214.01","2.88M","-0.27%"
"10/26/2016","214.68","214.13","215.34","213.87","2.50M","-0.21%"
"10/25/2016","215.13","215.60","215.90","214.92","2.19M","-0.32%"
"10/24/2016","215.81","215.93","216.23","215.41","2.28M","0.44%"
"10/21/2016","214.87","213.90","215.01","213.70","2.23M","0.05%"
"10/20/2016","214.77","214.81","215.45","214.04","2.52M","-0.17%"
"10/19/2016","215.14","214.91","215.55","214.53","2.72M","0.25%"
"10/18/2016","214.61","215.16","215.20","214.20","1.60M","0.62%"
"10/17/2016","213.29","214.00","214.30","213.10","2.93M","-0.33%"
"10/14/2016","214.00","215.10","215.61","213.96","3.71M","0.01%"
"10/13/2016","213.98","213.06","214.52","212.12","4.47M","-0.31%"
"10/12/2016","214.64","214.53","215.23","213.93","2.42M","0.13%"
"10/11/2016","214.37","216.58","216.65","213.50","3.99M","-1.23%"
"10/10/2016","217.04","217.07","217.63","216.92","2.64M","0.50%"
"10/07/2016","215.95","217.03","217.28","215.11","7.72M","-0.39%"
"10/06/2016","216.80","216.29","216.96","215.66","2.44M","0.10%"
"10/05/2016","216.59","216.31","217.05","216.26","2.86M","0.44%"
"10/04/2016","215.64","216.86","217.10","214.94","3.32M","-0.44%"
"10/03/2016","216.59","216.73","216.97","215.96","4.76M","-0.31%"
"09/30/2016","217.26","216.58","218.05","216.30","3.95M","0.75%"
"09/29/2016","215.64","217.34","217.80","214.99","3.91M","-0.90%"
"09/28/2016","217.60","216.77","217.73","215.65","2.14M","0.53%"
"09/27/2016","216.46","214.97","216.60","214.55","3.25M","0.60%"
"09/26/2016","215.16","215.95","216.16","214.95","3.03M","-1.33%"
"09/23/2016","218.05","218.76","218.91","217.93","2.48M","-0.52%"
"09/22/2016","219.20","219.06","219.58","218.76","4.36M","0.62%"
"09/21/2016","217.86","216.25","218.06","215.46","4.11M","1.12%"
"09/20/2016","215.45","216.41","216.61","215.39","2.01M","0.01%"
"09/19/2016","215.43","216.19","216.91","215.05","2.09M","0.05%"
"09/16/2016","215.32","215.48","215.70","214.58","5.06M","-0.42%"
"09/15/2016","216.22","213.85","216.67","213.67","3.42M","1.01%"
"09/14/2016","214.06","214.24","215.63","213.42","4.22M","-0.06%"
"09/13/2016","214.18","215.75","216.07","213.46","6.52M","-1.45%"
"09/12/2016","217.33","213.30","217.76","213.25","5.11M","1.44%"
"09/09/2016","214.25","217.97","217.98","214.19","7.34M","-2.40%"
"09/08/2016","219.51","219.59","219.92","219.13","3.04M","-0.24%"
"09/07/2016","220.03","219.82","220.18","219.28","3.67M","-0.02%"
"09/06/2016","220.07","219.65","220.07","218.82","3.36M","0.34%"
"09/02/2016","219.33","219.40","219.84","218.68","2.30M","0.44%"
"09/01/2016","218.37","218.34","218.69","216.98","3.25M","0.01%"
"08/31/2016","218.35","218.59","218.71","217.43","2.53M","-0.28%"
"08/30/2016","218.96","219.25","219.52","218.31","1.55M","-0.16%"
"08/29/2016","219.30","218.41","219.61","218.34","1.58M","0.48%"
"08/26/2016","218.26","218.86","220.09","217.20","4.31M","-0.18%"
"08/25/2016","218.65","218.36","219.15","218.18","4.89M","-0.10%"
"08/24/2016","218.87","219.76","219.87","218.34","1.53M","-0.47%"
"08/23/2016","219.91","220.21","220.58","219.86","1.70M","0.21%"
"08/22/2016","219.45","219.25","219.75","218.79","1.14M","-0.03%"
"08/19/2016","219.52","219.29","219.71","218.70","1.66M","-0.15%"
"08/18/2016","219.86","219.30","219.86","219.18","1.89M","0.23%"
"08/17/2016","219.35","218.97","219.49","217.98","2.90M","0.18%"
"08/16/2016","218.95","219.56","219.63","218.93","2.99M","-0.51%"
"08/15/2016","220.07","219.85","220.46","219.85","1.34M","0.30%"
"08/12/2016","219.41","219.26","219.67","218.96","1.56M","-0.08%"
"08/11/2016","219.59","219.24","219.90","218.91","1.79M","0.46%"
"08/10/2016","218.58","219.30","219.37","218.17","2.78M","-0.25%"
"08/09/2016","219.12","219.12","219.71","218.76","1.67M","0.06%"
"08/08/2016","218.98","219.36","219.48","218.70","1.58M","-0.05%"
"08/05/2016","219.10","218.21","219.18","218.03","3.35M","0.80%"
"08/04/2016","217.37","217.26","217.72","216.77","2.14M","0.09%"
"08/03/2016","217.17","216.43","217.18","216.09","2.45M","0.30%"
"08/02/2016","216.53","217.61","217.77","215.52","4.84M","-0.59%"
"08/01/2016","217.82","218.17","218.60","217.35","3.69M","-0.11%"
"07/29/2016","218.07","217.42","218.49","217.08","3.09M","0.15%"
"07/28/2016","217.74","217.22","218.07","216.70","1.84M","0.12%"
"07/27/2016","217.48","218.12","218.21","216.58","4.74M","-0.10%"
"07/26/2016","217.70","217.52","218.12","216.70","3.09M","0.04%"
"07/25/2016","217.61","217.94","218.01","216.92","1.70M","-0.26%"
"07/22/2016","218.17","217.35","218.26","217.05","4.73M","0.44%"
"07/21/2016","217.22","217.89","218.17","216.69","1.79M","-0.36%"
"07/20/2016","218.01","217.69","218.30","217.17","1.84M","0.42%"
"07/19/2016","217.09","216.88","217.16","216.58","1.89M","-0.11%"
"07/18/2016","217.33","216.87","217.56","216.60","4.11M","0.28%"
"07/15/2016","216.73","217.72","217.75","216.24","3.69M","-0.15%"
"07/14/2016","217.05","217.33","217.61","216.60","5.34M","0.55%"
"07/13/2016","215.86","216.37","216.40","215.29","3.85M","-0.01%"
"07/12/2016","215.88","215.47","216.23","215.19","4.71M","0.70%"
"07/11/2016","214.38","214.13","214.99","213.89","3.29M","0.38%"
"07/08/2016","213.57","211.95","213.86","211.71","3.21M","1.52%"
"07/07/2016","210.37","210.78","211.55","209.55","3.49M","-0.09%"
"07/06/2016","210.55","208.73","210.70","207.96","6.27M","0.57%"
"07/05/2016","209.35","209.85","209.98","208.61","6.21M","-0.71%"
"07/01/2016","210.84","210.26","211.40","210.25","4.74M","0.30%"
"06/30/2016","210.21","208.12","210.43","207.46","6.03M","1.30%"
"06/29/2016","207.52","205.73","207.82","205.61","7.24M","1.68%"
"06/28/2016","204.10","202.36","204.10","201.99","7.08M","1.87%"
"06/27/2016","200.36","202.47","202.49","199.52","8.05M","-1.89%"
"06/24/2016","204.21","204.55","207.78","203.60","15.21M","-3.54%"
"06/23/2016","211.71","210.70","211.73","210.17","2.72M","1.31%"
"06/22/2016","208.98","209.53","210.40","208.82","3.12M","-0.17%"
"06/21/2016","209.33","209.18","209.78","208.67","2.71M","-0.20%"
"06/20/2016","209.75","210.70","211.50","209.62","4.40M","0.66%"
