"Date","Price","Open","High","Low","Vol.","Change %"
"08/24/2012","141.98","140.68","142.20","140.60","2.75M","0.65%"
"08/23/2012","141.07","141.85","141.87","140.85","2.24M","-0.80%"
"08/22/2012","142.21","141.79","142.42","141.47","2.79M","0.02%"
"08/21/2012","142.18","142.92","143.47","141.84","2.58M","-0.32%"
"08/20/2012","142.63","142.39","142.63","141.98","2.41M","0.03%"
"08/17/2012","142.59","142.61","142.69","142.24","2.36M","0.16%"
"08/16/2012","142.36","141.55","142.54","141.20","2.48M","0.70%"
"08/15/2012","141.37","141.03","141.56","140.95","1.51M","0.11%"
"08/14/2012","141.21","141.68","141.76","140.76","1.96M","0.06%"
"08/13/2012","141.13","141.01","141.22","140.42","2.45M","-0.04%"
"08/10/2012","141.19","140.45","141.28","140.19","2.34M","0.13%"
"08/09/2012","141.01","140.65","141.25","140.53","1.43M","0.06%"
"08/08/2012","140.92","140.20","141.03","140.18","2.54M","0.14%"
"08/07/2012","140.72","140.58","141.29","140.53","2.07M","0.51%"
"08/06/2012","140.01","140.09","140.53","139.93","2.73M","0.24%"
"08/03/2012","139.68","138.96","140.00","138.87","15.99M","1.95%"
"08/02/2012","137.01","136.96","137.91","135.96","2.77M","-0.70%"
"08/01/2012","137.97","139.08","139.10","137.78","3.81M","-0.21%"
"07/31/2012","138.26","138.85","139.24","138.24","4.95M","-0.57%"
"07/30/2012","139.05","138.88","139.69","138.63","2.41M","-0.06%"
"07/27/2012","139.14","137.23","139.43","137.02","6.07M","1.95%"
"07/26/2012","136.48","136.24","136.80","135.62","5.52M","1.62%"
"07/25/2012","134.31","134.57","134.91","133.61","3.14M","-0.04%"
"07/24/2012","134.36","135.53","135.60","133.40","2.75M","-0.83%"
"07/23/2012","135.48","134.82","135.81","134.21","4.56M","-0.98%"
"07/20/2012","136.82","137.31","137.53","136.69","3.18M","-0.93%"
"07/19/2012","138.10","138.00","138.55","137.58","3.15M","0.20%"
"07/18/2012","137.82","136.41","137.99","136.33","3.21M","0.81%"
"07/17/2012","136.71","136.35","137.00","134.92","6.10M","0.68%"
"07/16/2012","135.79","135.74","136.18","135.29","2.67M","-0.24%"
"07/13/2012","136.11","134.20","136.24","134.18","3.82M","1.70%"
"07/12/2012","133.84","133.70","134.46","132.95","2.53M","-0.46%"
"07/11/2012","134.46","134.57","134.95","133.75","6.65M","-0.04%"
"07/10/2012","134.51","136.37","136.57","134.04","2.50M","-0.84%"
"07/09/2012","135.65","135.76","135.91","135.06","3.73M","-0.08%"
"07/06/2012","135.76","135.82","136.12","135.21","4.10M","-1.01%"
"07/05/2012","137.15","137.29","137.76","136.66","3.76M","-0.46%"
"07/03/2012","137.78","136.86","137.86","136.71","2.94M","0.68%"
"07/02/2012","136.85","136.82","137.00","135.89","9.69M","0.21%"
"06/29/2012","136.56","135.59","136.57","135.20","5.74M","2.51%"
"06/28/2012","133.21","132.57","133.33","131.64","3.72M","-0.24%"
"06/27/2012","133.53","132.76","133.76","132.67","3.23M","0.94%"
"06/26/2012","132.28","132.02","132.72","131.29","2.46M","0.52%"
"06/25/2012","131.60","132.40","132.45","131.20","3.52M","-1.63%"
"06/22/2012","133.78","133.50","134.06","132.98","3.74M","0.71%"
"06/21/2012","132.84","136.00","136.13","132.69","5.06M","-2.18%"
"06/20/2012","135.80","136.10","136.45","134.82","3.54M","-0.21%"
"06/19/2012","136.08","135.43","136.59","135.27","2.56M","0.56%"
"06/18/2012","135.32","134.58","135.70","134.28","3.28M","0.23%"
"06/15/2012","135.01","134.37","135.22","134.09","4.88M","0.95%"
"06/14/2012","133.74","132.64","134.29","132.27","3.93M","1.02%"
"06/13/2012","132.39","132.79","133.63","131.92","2.06M","-0.68%"
"06/12/2012","133.29","132.05","133.29","131.44","3.94M","0.70%"
"06/11/2012","132.36","134.50","134.54","131.57","4.92M","-0.73%"
"06/08/2012","133.34","131.98","133.40","131.56","2.50M","0.75%"
"06/07/2012","132.35","133.75","133.80","132.05","2.53M","0.13%"
"06/06/2012","132.18","130.23","132.31","130.20","5.16M","2.35%"
"06/05/2012","129.15","128.10","129.50","128.03","3.39M","0.57%"
"06/04/2012","128.42","128.65","128.99","127.40","3.28M","-0.12%"
"06/01/2012","128.58","129.70","130.11","128.44","7.95M","-2.35%"
"05/31/2012","131.67","131.97","132.71","130.62","8.63M","-0.26%"
"05/30/2012","132.01","132.84","132.88","131.76","2.28M","-1.46%"
"05/29/2012","133.97","133.47","134.20","133.04","2.14M","1.20%"
"05/25/2012","132.38","132.76","133.11","132.07","2.33M","-0.21%"
"05/24/2012","132.66","132.93","133.09","131.69","2.88M","0.08%"
"05/23/2012","132.56","131.53","132.72","130.28","2.54M","0.06%"
"05/22/2012","132.48","132.57","133.50","131.60","2.71M","0.17%"
"05/21/2012","132.25","130.40","132.29","130.21","3.58M","1.70%"
"05/18/2012","130.04","131.65","131.87","129.82","3.86M","-0.86%"
"05/17/2012","131.17","133.13","133.29","131.07","3.90M","-1.49%"
"05/16/2012","133.15","134.21","134.82","133.09","5.45M","-0.37%"
"05/15/2012","133.65","134.30","135.08","133.42","4.58M","-0.59%"
"05/14/2012","134.44","134.61","135.30","134.18","4.58M","-1.03%"
"05/11/2012","135.84","135.46","137.16","135.41","3.11M","-0.34%"
"05/10/2012","136.30","136.96","137.12","136.02","2.35M","0.24%"
"05/09/2012","135.98","135.39","136.89","134.78","4.40M","-0.60%"
"05/08/2012","136.80","136.56","137.06","135.21","3.12M","-0.41%"
"05/07/2012","137.36","136.80","137.85","136.73","1.93M","0.04%"
"05/04/2012","137.30","138.84","138.96","137.23","2.15M","-1.65%"
"05/03/2012","139.60","140.66","140.75","139.30","2.24M","-0.75%"
"05/02/2012","140.65","140.19","140.77","139.76","2.10M","-0.26%"
"05/01/2012","141.02","140.07","141.98","139.95","7.85M","0.66%"
"04/30/2012","140.09","140.43","140.53","139.81","4.70M","-0.45%"
"04/27/2012","140.72","140.92","141.10","140.13","2.85M","0.18%"
"04/26/2012","140.47","139.21","140.63","139.12","2.45M","0.67%"
"04/25/2012","139.54","138.97","139.54","138.85","3.06M","1.41%"
"04/24/2012","137.60","137.24","137.95","137.13","2.27M","0.37%"
"04/23/2012","137.09","136.85","137.20","136.24","2.47M","-0.81%"
"04/20/2012","138.21","138.63","139.14","138.19","1.83M","0.09%"
"04/19/2012","138.09","138.92","139.44","137.37","3.74M","-0.60%"
"04/18/2012","138.92","138.79","139.37","138.69","2.62M","-0.30%"
"04/17/2012","139.34","138.13","139.65","138.01","2.33M","1.49%"
"04/16/2012","137.29","138.15","138.32","136.88","3.73M","-0.08%"
"04/13/2012","137.40","138.76","138.77","137.31","2.48M","-1.23%"
"04/12/2012","139.11","137.44","139.20","137.35","3.27M","1.43%"
"04/11/2012","137.15","137.61","137.85","137.06","4.43M","0.69%"
"04/10/2012","136.21","138.24","138.64","136.06","5.50M","-1.65%"
"04/09/2012","138.50","138.35","139.08","138.14","2.50M","-1.15%"
"04/05/2012","140.11","139.72","140.50","139.57","2.42M","0.02%"
"04/04/2012","140.08","140.49","140.64","139.66","4.60M","-1.07%"
"04/03/2012","141.59","141.94","142.18","140.74","3.09M","-0.38%"
"04/02/2012","142.13","140.93","142.51","140.69","3.09M","0.79%"
"03/30/2012","141.02","141.24","141.37","140.36","2.18M","0.36%"
"03/29/2012","140.52","139.92","140.72","139.40","3.24M","-0.21%"
"03/28/2012","140.81","141.42","141.63","139.94","3.46M","-0.47%"
"03/27/2012","141.48","142.04","142.14","141.40","2.27M","-0.27%"
"03/26/2012","141.87","140.93","141.87","140.92","2.30M","0.89%"
"03/23/2012","140.62","140.28","140.73","139.48","2.87M","0.34%"
"03/22/2012","140.14","140.11","140.46","139.68","6.02M","-0.69%"
"03/21/2012","141.11","141.43","141.59","140.86","2.71M","-0.18%"
"03/20/2012","141.37","140.98","141.55","140.58","2.77M","-0.30%"
"03/19/2012","141.80","141.17","142.22","141.04","3.03M","0.41%"
"03/16/2012","141.22","141.28","141.40","140.94","2.73M","0.13%"
"03/15/2012","141.03","140.42","141.08","140.08","2.93M","0.60%"
"03/14/2012","140.19","140.44","140.76","139.79","2.52M","-0.13%"
"03/13/2012","140.37","138.64","140.42","138.40","3.90M","1.81%"
"03/12/2012","137.88","137.85","138.05","137.39","2.61M","0.01%"
"03/09/2012","137.86","137.62","138.22","137.44","2.61M","0.39%"
"03/08/2012","137.32","136.82","137.61","136.54","2.59M","0.99%"
"03/07/2012","135.98","135.36","136.20","135.21","2.56M","0.75%"
"03/06/2012","134.97","135.64","135.70","134.65","4.20M","-1.55%"
"03/05/2012","137.09","137.34","137.49","136.59","2.56M","-0.41%"
"03/02/2012","137.66","137.98","138.11","137.30","2.57M","-0.26%"
"03/01/2012","138.02","137.58","138.29","137.42","8.58M","0.65%"
"02/29/2012","137.13","138.06","138.48","137.01","4.91M","-0.53%"
"02/28/2012","137.86","137.51","137.95","137.22","2.77M","0.28%"
"02/27/2012","137.48","136.32","137.81","136.08","3.53M","0.22%"
"02/24/2012","137.18","137.20","137.49","136.93","2.20M","0.17%"
"02/23/2012","136.95","136.24","137.02","135.78","7.39M","0.48%"
"02/22/2012","136.30","136.53","136.83","136.08","3.12M","-0.34%"
"02/21/2012","136.76","137.04","137.34","136.33","3.34M","0.07%"
"02/17/2012","136.66","136.81","136.87","136.25","3.42M","0.24%"
"02/16/2012","136.33","134.87","136.45","134.63","3.28M","1.07%"
"02/15/2012","134.89","135.92","136.25","134.59","6.29M","-0.44%"
"02/14/2012","135.48","135.20","135.54","134.55","3.43M","-0.11%"
"02/13/2012","135.63","135.59","135.80","135.02","2.04M","0.69%"
"02/10/2012","134.70","134.47","134.76","134.14","2.32M","-0.69%"
"02/09/2012","135.63","135.71","135.86","134.86","4.55M","0.14%"
"02/08/2012","135.44","135.16","135.50","134.59","2.69M","0.30%"
"02/07/2012","135.04","134.48","135.29","133.94","2.21M","0.26%"
"02/06/2012","134.69","134.27","134.78","134.12","2.48M","-0.13%"
"02/03/2012","134.86","134.29","134.91","134.06","6.11M","1.41%"
"02/02/2012","132.99","132.99","133.31","132.49","4.43M","0.22%"
"02/01/2012","132.70","132.59","133.40","132.42","6.83M","0.84%"
"01/31/2012","131.59","132.32","132.46","130.95","4.04M","-0.02%"
"01/30/2012","131.61","130.79","131.72","130.33","4.16M","-0.35%"
"01/27/2012","132.07","131.54","132.31","131.45","2.29M","-0.06%"
"01/26/2012","132.15","133.45","133.67","131.64","3.39M","-0.51%"
"01/25/2012","132.83","131.53","133.15","131.03","3.36M","0.84%"
"01/24/2012","131.73","131.10","131.77","130.88","2.25M","-0.09%"
"01/23/2012","131.85","131.80","132.52","131.26","4.04M","0.09%"
"01/20/2012","131.73","131.50","131.82","131.18","2.37M","-0.02%"
"01/19/2012","131.76","131.46","131.85","131.09","4.40M","0.56%"
"01/18/2012","131.02","129.61","131.10","129.36","2.97M","1.12%"
"01/17/2012","129.57","130.35","130.58","129.33","3.31M","0.19%"
"01/13/2012","129.32","128.87","129.32","127.99","4.88M","-0.39%"
"01/12/2012","129.82","129.84","129.97","128.81","5.77M","0.24%"
"01/11/2012","129.51","129.03","129.65","128.80","2.98M","0.08%"
"01/10/2012","129.41","129.64","129.92","129.23","4.03M","0.90%"
"01/09/2012","128.25","128.29","128.46","127.68","3.00M","0.12%"
"01/06/2012","128.09","128.44","128.47","127.57","2.79M","-0.22%"
"01/05/2012","128.37","127.30","128.50","126.71","3.39M","0.33%"
"01/04/2012","127.95","127.49","128.08","126.98","2.54M","0.09%"
"01/03/2012","127.84","128.05","128.64","127.69","7.95M","1.63%"
"12/30/2011","125.79","126.28","126.59","125.79","2.18M","-0.46%"
"12/29/2011","126.37","125.52","127.87","125.45","1.47M","0.95%"
"12/28/2011","125.18","126.76","126.80","125.00","2.13M","-1.21%"
"12/27/2011","126.71","126.45","127.08","126.32","2.29M","0.06%"
"12/23/2011","126.63","125.97","126.69","125.69","2.04M","0.80%"
"12/22/2011","125.63","124.84","125.64","124.61","2.25M","0.38%"
"12/21/2011","125.15","124.88","125.39","123.75","4.69M","0.16%"
"12/20/2011","124.95","123.17","125.14","123.17","5.75M","3.00%"
"12/19/2011","121.31","123.06","123.33","121.03","4.10M","-1.06%"
"12/16/2011","122.61","123.26","123.95","122.31","6.70M","0.16%"
"12/15/2011","122.42","123.31","123.43","122.23","5.16M","0.38%"
"12/14/2011","121.96","122.85","123.26","121.71","3.88M","-1.10%"
"12/13/2011","123.32","125.15","125.82","122.71","4.53M","-0.92%"
"12/12/2011","124.47","125.20","125.23","123.43","2.90M","-1.44%"
"12/09/2011","126.29","124.76","126.62","124.66","2.61M","1.65%"
"12/08/2011","124.24","126.12","126.43","123.91","3.76M","-2.12%"
"12/07/2011","126.93","126.10","127.51","125.24","4.54M","0.32%"
"12/06/2011","126.53","126.46","127.37","126.03","3.05M","0.06%"
"12/05/2011","126.46","127.12","127.44","125.72","5.69M","1.03%"
"12/02/2011","125.17","126.38","126.76","125.02","4.75M","-0.02%"
"12/01/2011","125.19","125.11","125.89","124.68","3.21M","-0.03%"
"11/30/2011","125.23","123.72","125.46","123.47","5.15M","4.09%"
"11/29/2011","120.31","120.27","121.08","119.86","3.62M","0.36%"
"11/28/2011","119.88","119.72","120.39","119.06","3.98M","2.92%"
"11/25/2011","116.48","116.58","117.90","116.48","1.58M","-0.25%"
"11/23/2011","116.77","118.30","118.42","116.77","4.13M","-2.21%"
"11/22/2011","119.41","119.65","120.32","118.76","3.45M","-0.40%"
"11/21/2011","119.89","120.40","120.56","118.92","4.40M","-1.87%"
"11/18/2011","122.17","122.71","122.95","121.70","2.51M","-0.13%"
"11/17/2011","122.33","124.10","124.40","121.49","5.36M","-1.59%"
"11/16/2011","124.31","125.09","126.58","124.14","5.49M","-1.66%"
"11/15/2011","126.41","125.46","127.00","124.98","2.93M","0.56%"
"11/14/2011","125.71","126.47","126.61","125.18","2.79M","-0.96%"
"11/11/2011","126.93","126.09","127.26","126.06","1.88M","1.87%"
"11/10/2011","124.60","125.03","125.19","123.28","4.36M","0.97%"
"11/09/2011","123.40","125.17","125.72","123.14","4.16M","-3.68%"
"11/08/2011","128.12","127.17","128.26","125.98","5.43M","1.30%"
"11/07/2011","126.48","125.66","126.63","124.47","2.15M","0.61%"
"11/04/2011","125.71","125.53","125.94","124.27","2.51M","-0.62%"
"11/03/2011","126.49","125.56","126.75","123.85","3.13M","1.83%"
"11/02/2011","124.22","124.08","124.65","123.04","4.20M","1.58%"
"11/01/2011","122.29","122.25","123.75","121.78","18.87M","-2.66%"
"10/31/2011","125.63","127.41","127.52","125.61","5.34M","-2.51%"
"10/28/2011","128.87","128.24","129.09","127.66","3.72M","-0.01%"
"10/27/2011","128.88","127.89","129.67","126.87","5.49M","3.45%"
"10/26/2011","124.58","124.62","125.02","122.46","4.55M","1.01%"
"10/25/2011","123.33","125.14","125.18","123.03","5.16M","-1.95%"
"10/24/2011","125.78","124.38","126.04","124.30","4.17M","1.30%"
"10/21/2011","124.16","123.35","124.35","122.98","4.56M","1.84%"
"10/20/2011","121.92","121.68","122.32","120.08","2.34M","0.48%"
"10/19/2011","121.34","122.64","123.31","120.95","5.17M","-1.26%"
"10/18/2011","122.89","120.36","123.76","119.46","8.11M","1.99%"
"10/17/2011","120.49","122.22","122.30","120.18","3.19M","-1.86%"
"10/14/2011","122.77","122.12","122.83","121.48","3.73M","1.71%"
"10/13/2011","120.70","120.31","121.10","119.35","1.85M","-0.17%"
"10/12/2011","120.90","120.81","122.36","120.58","3.99M","0.82%"
"10/11/2011","119.92","119.09","120.25","119.01","1.45M","0.08%"
"10/10/2011","119.82","117.89","119.84","117.89","1.72M","3.37%"
"10/07/2011","115.91","117.38","117.48","115.32","3.14M","-0.71%"
"10/06/2011","116.74","114.56","116.87","113.77","3.81M","1.83%"
"10/05/2011","114.64","112.81","114.93","111.82","3.93M","1.98%"
"10/04/2011","112.41","108.55","112.82","107.65","5.92M","2.09%"
"10/03/2011","110.11","112.72","114.16","110.05","4.84M","-3.01%"
"09/30/2011","113.53","114.69","115.66","113.29","4.46M","-2.39%"
"09/29/2011","116.31","117.30","117.85","114.16","3.78M","0.88%"
"09/28/2011","115.30","118.02","118.70","115.21","2.07M","-2.08%"
"09/27/2011","117.75","118.75","119.77","117.08","4.11M","1.13%"
"09/26/2011","116.43","114.84","116.61","113.19","4.22M","1.91%"
"09/23/2011","114.25","113.00","114.98","112.87","5.88M","0.47%"
"09/22/2011","113.71","114.08","115.05","112.15","8.31M","-3.06%"
"09/21/2011","117.30","121.11","121.47","117.30","6.62M","-3.10%"
"09/20/2011","121.05","121.71","122.87","120.88","2.43M","-0.12%"
"09/19/2011","121.19","120.38","121.81","119.61","4.10M","-0.97%"
"09/16/2011","122.38","122.16","122.83","121.20","4.45M","0.59%"
"09/15/2011","121.66","120.87","121.71","119.84","3.07M","1.80%"
"09/14/2011","119.51","118.59","121.02","116.96","3.47M","1.41%"
"09/13/2011","117.85","117.27","118.42","116.44","4.04M","0.81%"
"09/12/2011","116.90","114.67","116.99","114.29","4.43M","0.69%"
"09/09/2011","116.10","117.94","118.33","115.52","5.14M","-2.67%"
"09/08/2011","119.29","119.83","121.19","119.02","4.17M","-1.01%"
"09/07/2011","120.51","119.02","120.59","118.63","2.46M","2.80%"
"09/06/2011","117.23","114.62","117.39","114.62","4.77M","-0.70%"
"09/02/2011","118.06","118.70","119.32","117.68","2.81M","-2.61%"
"09/01/2011","121.22","122.53","123.65","121.04","2.94M","-1.02%"
"08/31/2011","122.47","122.72","123.78","121.58","4.54M","0.49%"
"08/30/2011","121.87","121.11","122.69","120.21","3.50M","0.21%"
"08/29/2011","121.62","119.78","121.68","119.73","3.26M","2.84%"
"08/26/2011","118.26","115.93","118.75","114.11","5.80M","1.51%"
"08/25/2011","116.50","118.99","119.64","116.11","4.79M","-1.56%"
"08/24/2011","118.35","116.42","118.49","116.17","4.31M","1.44%"
"08/23/2011","116.67","113.39","116.78","112.83","6.58M","3.28%"
"08/22/2011","112.97","115.45","115.47","112.68","5.00M","0.00%"
"08/19/2011","112.97","113.18","116.11","112.75","7.60M","-1.50%"
"08/18/2011","114.69","116.78","116.89","113.64","6.62M","-4.40%"
"08/17/2011","119.97","120.48","121.45","118.98","3.13M","0.10%"
"08/16/2011","119.85","119.78","120.93","118.57","5.60M","-0.84%"
"08/15/2011","120.86","119.45","120.98","119.26","4.02M","2.06%"
"08/12/2011","118.42","118.66","119.45","117.56","5.80M","0.68%"
"08/11/2011","117.62","113.47","119.15","113.10","11.76M","4.60%"
"08/10/2011","112.45","115.49","116.50","112.21","14.66M","-4.92%"
"08/09/2011","118.27","114.34","118.27","110.51","12.60M","5.15%"
"08/08/2011","112.48","117.14","118.58","112.31","17.16M","-6.48%"
"08/05/2011","120.27","122.03","122.33","117.13","15.96M","-0.19%"
"08/04/2011","120.50","124.69","124.86","120.33","9.63M","-4.73%"
"08/03/2011","126.48","125.93","126.56","123.79","6.87M","0.52%"
"08/02/2011","125.82","128.12","128.77","125.77","6.14M","-2.48%"
"08/01/2011","129.02","131.13","131.28","127.82","5.48M","-0.47%"
"07/29/2011","129.63","129.20","130.82","128.65","4.96M","-0.67%"
"07/28/2011","130.50","130.87","132.04","130.30","3.92M","-0.31%"
"07/27/2011","130.90","132.87","132.90","130.72","3.55M","-2.04%"
"07/26/2011","133.62","134.04","134.24","133.32","2.28M","-0.40%"
"07/25/2011","134.16","133.60","134.77","133.46","2.48M","-0.53%"
"07/22/2011","134.87","134.80","135.00","134.05","1.83M","0.07%"
"07/21/2011","134.78","133.68","135.09","133.43","3.81M","1.37%"
"07/20/2011","132.96","133.35","133.44","132.71","2.29M","-0.05%"
"07/19/2011","133.03","131.58","133.16","131.58","2.00M","1.67%"
"07/18/2011","130.84","131.33","131.54","129.92","2.27M","-0.86%"
"07/15/2011","131.98","131.93","132.13","131.05","3.24M","0.57%"
"07/14/2011","131.23","132.44","133.05","130.98","2.54M","-0.70%"
"07/13/2011","132.15","132.41","133.49","131.82","2.48M","0.36%"
"07/12/2011","131.68","131.96","133.06","131.64","2.43M","-0.48%"
"07/11/2011","132.31","133.03","133.45","131.95","4.66M","-1.75%"
"07/08/2011","134.67","134.14","134.72","133.67","3.10M","-0.77%"
"07/07/2011","135.71","135.45","135.98","135.18","3.05M","1.10%"
"07/06/2011","134.24","133.76","134.42","133.41","3.02M","0.09%"
"07/05/2011","134.12","134.06","134.37","133.68","3.70M","-0.04%"
"07/01/2011","134.17","132.26","134.37","132.05","4.45M","1.46%"
"06/30/2011","132.24","131.40","132.45","131.27","3.94M","0.92%"
"06/29/2011","131.04","130.43","131.19","130.00","3.73M","0.92%"
"06/28/2011","129.85","128.71","129.89","128.54","3.25M","1.30%"
"06/27/2011","128.18","127.17","128.71","126.93","3.33M","0.83%"
"06/24/2011","127.12","128.55","128.64","126.91","4.91M","-1.13%"
"06/23/2011","128.57","127.42","128.64","126.47","5.49M","-0.74%"
"06/22/2011","129.53","129.94","130.68","129.46","3.32M","-0.61%"
"06/21/2011","130.32","129.21","130.58","129.08","3.16M","1.33%"
"06/20/2011","128.61","127.46","128.84","127.46","1.64M","0.55%"
"06/17/2011","127.91","128.77","128.79","127.51","2.38M","0.31%"
"06/16/2011","127.51","127.33","128.21","126.58","3.33M","0.18%"
"06/15/2011","127.28","128.49","128.88","126.94","3.99M","-1.77%"
"06/14/2011","129.57","129.08","130.01","129.07","1.60M","1.26%"
"06/13/2011","127.96","128.08","128.47","127.30","1.84M","0.08%"
"06/10/2011","127.86","129.06","129.16","127.52","2.44M","-1.37%"
"06/09/2011","129.64","129.00","130.17","128.71","1.66M","0.75%"
"06/08/2011","128.67","129.01","129.42","128.42","3.18M","-0.41%"
"06/07/2011","129.20","129.92","130.31","129.12","2.41M","-0.09%"
"06/06/2011","129.32","130.40","130.61","129.12","2.52M","-1.06%"
"06/03/2011","130.70","130.38","131.68","130.35","3.31M","-0.97%"
"06/02/2011","131.98","132.26","132.50","131.23","3.45M","-0.13%"
"06/01/2011","132.15","134.82","134.87","132.04","4.10M","-2.20%"
"05/31/2011","135.12","135.05","135.17","134.12","4.15M","0.97%"
"05/27/2011","133.82","133.65","134.13","133.47","3.27M","0.41%"
"05/26/2011","133.28","132.32","133.50","132.05","2.62M","0.49%"
"05/25/2011","132.63","131.67","133.20","131.66","2.06M","0.29%"
"05/24/2011","132.24","132.68","132.99","131.95","3.37M","-0.04%"
"05/23/2011","132.29","132.27","132.74","131.86","2.14M","-1.21%"
"05/20/2011","133.91","134.62","134.78","133.65","2.73M","-0.74%"
"05/19/2011","134.91","135.07","135.30","134.22","2.16M","0.19%"
"05/18/2011","134.65","133.48","134.76","133.22","2.18M","0.91%"
"05/17/2011","133.43","132.94","133.61","132.40","8.86M","-0.02%"
"05/16/2011","133.46","133.79","134.88","133.24","1.85M","-0.64%"
"05/13/2011","134.32","135.41","135.59","133.85","1.87M","-0.75%"
"05/12/2011","135.33","134.39","135.61","133.66","2.12M","0.43%"
"05/11/2011","134.75","135.94","135.96","134.10","2.22M","-1.03%"
"05/10/2011","136.15","135.43","136.38","135.29","2.01M","0.86%"
"05/09/2011","134.99","134.49","135.38","134.26","1.49M","0.42%"
"05/06/2011","134.43","135.24","135.89","133.95","3.53M","0.36%"
"05/05/2011","133.95","134.33","135.22","133.29","3.03M","-0.84%"
"05/04/2011","135.09","135.92","135.99","134.52","4.83M","-0.67%"
"05/03/2011","136.00","136.21","136.47","135.31","4.02M","-0.40%"
"05/02/2011","136.54","137.43","137.45","136.22","2.54M","-0.15%"
"04/29/2011","136.75","136.42","136.84","136.26","5.69M","0.27%"
"04/28/2011","136.38","135.72","136.56","135.68","3.51M","0.35%"
"04/27/2011","135.91","135.32","136.14","134.79","2.49M","0.64%"
"04/26/2011","135.04","134.35","135.32","134.18","3.11M","0.83%"
"04/25/2011","133.93","133.96","134.14","133.48","1.28M","-0.07%"
"04/21/2011","134.03","134.05","134.10","133.58","3.25M","0.44%"
"04/20/2011","133.44","133.17","133.67","133.07","2.18M","1.44%"
"04/19/2011","131.54","131.01","131.61","130.71","2.17M","0.55%"
"04/18/2011","130.82","130.80","131.08","129.77","2.62M","-1.18%"
"04/15/2011","132.38","132.07","132.63","131.67","3.10M","0.43%"
"04/14/2011","131.81","130.98","132.02","130.54","3.46M","0.08%"
"04/13/2011","131.70","132.34","132.44","131.24","2.78M","-0.01%"
"04/12/2011","131.71","131.98","132.24","131.25","2.90M","-0.77%"
"04/11/2011","132.73","133.27","133.71","132.42","3.30M","-0.29%"
"04/08/2011","133.12","134.17","134.28","132.59","3.78M","-0.36%"
"04/07/2011","133.60","133.68","134.21","132.95","2.86M","-0.23%"
"04/06/2011","133.91","134.15","134.25","133.39","3.08M","0.33%"
"04/05/2011","133.47","133.25","134.09","133.22","5.45M","-0.11%"
"04/04/2011","133.62","133.72","133.94","133.16","2.48M","0.14%"
"04/01/2011","133.43","133.73","134.04","133.12","3.60M","0.45%"
"03/31/2011","132.83","132.90","133.24","132.72","2.15M","-0.14%"
"03/30/2011","133.02","132.83","133.42","132.64","3.81M","0.66%"
"03/29/2011","132.15","131.16","132.15","130.70","2.07M","0.68%"
"03/28/2011","131.26","131.89","132.18","131.21","1.74M","-0.22%"
"03/25/2011","131.55","131.48","132.13","131.22","2.22M","-0.16%"
"03/24/2011","131.76","131.28","131.95","130.54","2.84M","0.97%"
"03/23/2011","130.49","129.77","130.86","129.19","1.73M","0.28%"
"03/22/2011","130.13","130.57","130.73","130.03","2.22M","-0.35%"
"03/21/2011","130.59","130.21","130.86","130.04","3.14M","1.55%"
"03/18/2011","128.60","129.68","129.74","128.36","2.62M","0.40%"
"03/17/2011","128.09","128.32","128.65","127.40","5.17M","1.26%"
"03/16/2011","126.50","128.46","128.84","125.58","5.11M","-1.87%"
"03/15/2011","128.91","126.87","129.63","126.78","4.06M","-1.11%"
"03/14/2011","130.36","130.28","130.76","129.37","3.52M","-0.67%"
"03/11/2011","131.24","129.81","131.60","129.70","4.38M","0.75%"
"03/10/2011","130.26","131.32","131.34","130.11","3.03M","-1.83%"
"03/09/2011","132.69","132.62","133.09","131.92","1.66M","-0.13%"
"03/08/2011","132.86","131.96","133.31","131.38","2.24M","0.82%"
"03/07/2011","131.78","133.19","133.47","131.06","2.44M","-0.75%"
"03/04/2011","132.78","133.73","133.78","131.92","2.01M","-0.72%"
"03/03/2011","133.74","132.72","133.93","132.71","2.05M","1.73%"
"03/02/2011","131.47","131.07","132.12","130.92","2.27M","0.16%"
"03/01/2011","131.26","133.97","134.03","131.24","3.91M","-1.63%"
"02/28/2011","133.44","133.15","133.62","132.71","3.74M","0.63%"
"02/25/2011","132.60","131.81","132.73","131.71","2.07M","1.02%"
"02/24/2011","131.26","131.17","131.74","130.01","3.81M","-0.06%"
"02/23/2011","131.34","132.07","132.37","130.52","4.31M","-0.63%"
"02/22/2011","132.17","133.43","134.17","131.79","3.83M","-1.99%"
"02/18/2011","134.86","134.69","134.99","134.37","2.19M","0.21%"
"02/17/2011","134.58","133.78","134.73","133.66","3.32M","0.34%"
"02/16/2011","134.13","133.80","134.33","133.51","3.86M","0.61%"
"02/15/2011","133.32","133.34","133.66","132.98","2.26M","-0.31%"
"02/14/2011","133.73","133.37","133.84","133.21","1.48M","0.23%"
"02/11/2011","133.42","132.14","133.60","132.08","2.37M","0.59%"
"02/10/2011","132.64","131.91","132.76","131.62","2.11M","0.05%"
"02/09/2011","132.58","132.46","132.94","131.93","2.78M","-0.26%"
"02/08/2011","132.92","132.39","132.96","132.06","2.62M","0.48%"
"02/07/2011","132.28","131.77","132.71","131.76","1.88M","0.63%"
"02/04/2011","131.45","131.15","131.51","130.54","2.18M","0.29%"
"02/03/2011","131.07","130.56","131.28","129.88","2.52M","0.21%"
